SourceContentID,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
7520301770873472812,4.644672909721737e+18,-5.881946480525581e+18,3.296513714237851e+18,1.9208992994183355e+18,3.779639438468811e+18
-5715266554592745669,-8.939172344092555e+18,3.750772607644674e+18,-8.520302351158934e+18,-4.833307637594287e+18,-1.0067914940353793e+18
8545647269051113523,4.443784953165082e+17,-3.8835913661972823e+18,2.220561310072187e+18,3.3223484378800794e+18,9.208127165664288e+18
668505019835540303,4.0895683037166653e+18,-4.994468824009201e+18,-7.529178973676767e+18,9.136323715291453e+18,5.162508842577613e+18
-6727393385193911938,2.280365999288629e+18,-8.734181034726403e+18,-8.773118241761372e+18,7.707640607626519e+18,5.379671084978513e+18
7351002593233940239,-3.779751732233775e+17,-9.128652074338369e+18,6.382826589877248e+17,-8.068727428160395e+18,2.220561310072187e+18
1083474613819325601,-9.089854794058354e+18,-4.341497746296034e+17,4.0895683037166653e+18,-7.895534832212398e+18,3.064370296170039e+18
-4994468824009200256,2.220561310072187e+18,-8.47332253506492e+18,-8.068727428160395e+18,5.250363310227021e+18,8.968837261991914e+18
-4571929941432664145,-2.1488993913550113e+18,-1.8682971955904312e+18,1.2669581852395822e+18,8.084284001249507e+18,-2.2735171849100065e+18
5441215535748592870,-1.4183550385075064e+18,2.4480268943064023e+18,-6.929723062299048e+17,-3.528088210002755e+18,-5.043294260151549e+18
7359520440231676934,9.060231864899459e+18,6.754313450809255e+18,3.155118717275463e+18,-7.002558676365725e+18,3.2730843254875433e+18
4774970687540378081,6.186282670048283e+18,-8.704908797766843e+18,-7.342604649736474e+18,7.616472242818647e+18,2.788367348502337e+18
6102826385978742696,-6.133746337603876e+18,-8.96270038631759e+18,7.387617440303479e+17,-6.499865726739948e+18,-7.638840925036529e+18
809601605585939618,1.627717655567711e+17,1.4496893992736952e+18,3.0353296117954345e+18,1.829180586132834e+18,5.350829677696206e+18
8742078838645536785,1.1288407332776184e+18,-7.051470020148066e+18,4.644672909721737e+18,3.779639438468811e+18,5.967886403500659e+18
-1802980374508081539,1.93322916750187e+18,-1.5905852502465723e+18,-2.1764686830777664e+18,3.1491640177766697e+18,-8.529522981244751e+18
-6195775145989617417,1.4877385539135107e+18,3.0353296117954345e+18,5.118919003178651e+17,3.320201327008235e+18,-4.615575698508619e+18
-2176468683077766369,1.3313568271630292e+18,-6.866790253289094e+17,2.8340722583506755e+18,-7.047448754687279e+18,1.2337878715139995e+17
7973573994178035769,1.93322916750187e+18,-6.195775145989618e+18,5.118919003178651e+17,-2.1764686830777664e+18,-3.700095596785791e+18
-1590585250246572231,9.622875867992675e+17,-8.447979362915391e+17,-8.286289711960957e+18,9.207286802575546e+18,-2.771694247641888e+17
-4662020648308370136,-1.762456938647577e+18,-4.74053235068408e+18,-8.502883448980287e+18,5.558603035498265e+18,4.877833951599819e+18
-4110991218639855802,1.92967461466719e+18,-4.338308747999226e+18,1.1288407332776184e+18,4.877833951599819e+18,-9.278787421163725e+16
1964631817676172382,5.135371516547402e+18,-9.137036168156595e+18,6.908884359295619e+18,7.071371416976898e+18,8.267485844473761e+17
5156657166068502754,-1.492913151930216e+18,-1.4191880452653932e+18,4.284866259599952e+17,1.3286184378846124e+18,6.042459843569845e+18
-4102297002729307038,-4.930542581518647e+18,-3.4289960855141724e+18,5.834671664627894e+18,1.9810461867433812e+18,1.1843200692212444e+18
2093656054622337275,-1.5905852502465723e+18,-6.195775145989618e+18,-3.700095596785791e+18,-2.1764686830777664e+18,-5.405021817466311e+18
9122627895188486603,3.575694866055127e+18,6.384824828701919e+18,7.071371416976898e+18,-1.6302295871640863e+18,-5.958517413308812e+17
1933229167501870037,7.071371416976898e+18,3.575694866055127e+18,-1.6302295871640863e+18,6.384824828701919e+18,-9.137036168156595e+18
7528802258213768379,-1.6302295871640863e+18,-5.198756378866434e+18,-5.014627593450767e+18,-7.130425546996181e+18,3.575694866055127e+18
-9083294960368598209,-3.810375613673462e+18,4.804093434821394e+18,5.274322067107287e+18,1.2669581852395822e+18,-4.110354420726925e+18
-6136272094613269629,1.2669581852395822e+18,-2.2735171849100065e+18,4.156291407717901e+18,-6.929723062299048e+17,5.410603488837817e+18
787067277772219433,5.410603488837817e+18,5.191381587333697e+18,8.631616594020837e+18,-6.929723062299048e+17,1.2669581852395822e+18
-2778760500673113802,-2.826566343807132e+18,4.10961889034302e+18,1.4313515282070863e+18,4.4630255283743524e+18,-2.2735171849100065e+18
-6725796505137573953,-9.128652074338369e+18,-2.41032818096479e+18,2.399228553079505e+18,-3.2698856952600663e+18,5.053372977408538e+18
1457728991321948254,4.877833951599819e+18,1.92967461466719e+18,-4.338308747999226e+18,-9.033211547111606e+18,5.156657166068503e+18
-7101541512657907485,7.420742904084385e+18,8.2193102155876e+18,7.748594134538053e+18,5.250363310227021e+18,-7.126520323752765e+18
5281570276277574938,1.403599387299755e+18,6.075137928366966e+18,8.72908695976265e+18,-1.9817349999639624e+18,-4.76063963502325e+18
1128840733277618400,5.619251370090681e+18,4.877833951599819e+18,1.549650080907933e+18,-1.1590953614381733e+17,4.195778828921942e+18
-7356135999773525293,-6.713697716910929e+18,-4.110354420726925e+18,3.353902017498794e+18,8.084284001249507e+18,1.4856526480521272e+18
2313825045587317872,4.877833951599819e+18,-5.186907810852517e+17,1.1288407332776184e+18,-7.165716941095296e+18,-4.761420664091904e+18
-518690781085251687,7.420742904084385e+18,8.2193102155876e+18,7.748594134538053e+18,5.250363310227021e+18,-7.126520323752765e+18
3067875254349597654,7.420742904084385e+18,8.2193102155876e+18,7.748594134538053e+18,5.250363310227021e+18,-7.126520323752765e+18
5619251370090681244,1.2337878715139995e+17,6.044362651232259e+18,-5.082274522455748e+18,6.090089162789917e+18,3.288699993147471e+18
7420742904084384944,-1.9265258966372306e+18,5.619251370090681e+18,8.690601908689146e+18,-1.1812425431955162e+18,8.342423402350941e+18
8219310215587599928,3.293246847422796e+18,6.754417485681598e+18,-8.044741783031985e+18,4.774970687540378e+18,-5.912792039759736e+18
7748594134538052724,-5.636731245639686e+18,6.15703764687801e+18,4.815632823882298e+18,2.704436934348861e+17,4.8498695633064435e+17
-4186591400427142356,3.720742491238028e+18,8.596997246990923e+18,1.8058493360996416e+18,-5.416660256933858e+17,7.775857588929396e+18
8565115980515859979,-3.684471291510634e+16,-4.541461982704074e+18,-6.499865726739948e+18,4.1218072595637484e+18,4.0895683037166653e+18
8082202054464515448,9.136323715291453e+18,5.162508842577613e+18,-5.527182266336855e+18,8.814787788150051e+18,6.607431762270323e+18
-5973686110278905367,4.877833951599819e+18,5.211673327552264e+18,-7.165716941095296e+18,-4.761420664091904e+18,5.619251370090681e+18
-9172673334835262304,-1.6302295871640863e+18,3.575694866055127e+18,7.071371416976898e+18,6.384824828701919e+18,-7.130425546996181e+18
-1039912738963181810,-3.684471291510634e+16,-6.499865726739948e+18,-7.638840925036529e+18,8.096016055859396e+17,-7.315032288233857e+18
3172866488852888544,-4.5464905427616064e+17,8.095004770374552e+18,-6.499865726739948e+18,-7.638840925036529e+18,8.096016055859396e+17
8095004770374551394,3.193164045772142e+18,8.095004770374552e+18,5.053372977408538e+18,-6.778286518036232e+18,8.91200490389488e+18
8801106199759296338,3.575694866055127e+18,-7.130425546996181e+18,-3.552937095886147e+18,6.384824828701919e+18,7.071371416976898e+18
-4760639635023250284,-1.6302295871640863e+18,3.575694866055127e+18,-7.130425546996181e+18,-5.014627593450767e+18,-5.958517413308812e+17
-9137036168156595470,-5.6057998915977e+18,-4.76063963502325e+18,-4.138575697540914e+18,1.0412899333442789e+18,-1.7061141772228726e+18
-454649054276160610,-8.068727428160395e+18,2.220561310072187e+18,5.258604889412592e+18,-8.12343478765596e+18,5.250363310227021e+18
-36844712915106340,4.036103329046553e+18,-6.273159470243758e+18,8.963938873430213e+18,2.399228553079505e+18,-3.2698856952600663e+18
5333141914314968598,-4.541461982704074e+18,-5.829402940194444e+18,-5.997769775112032e+18,8.095004770374552e+18,4.0895683037166653e+18
-8248141950199177506,7.387617440303479e+17,-8.96270038631759e+18,8.096016055859396e+17,-7.638840925036529e+18,-8.734181034726403e+18
-5431549861280885742,3.0678752543495977e+18,3.353902017498794e+18,-4.110354420726925e+18,8.084284001249507e+18,1.4856526480521272e+18
1003778007373126185,-3.211843544085893e+18,-1.4183550385075064e+18,4.706890430832288e+18,1.4577289913219482e+18,7.359520440231677e+18
-1060990524105135617,2.255603060224027e+18,1.2669581852395822e+18,-1.8682971955904312e+18,-3.810375613673462e+18,5.274322067107287e+18
-9100490342054218852,-4.110354420726925e+18,3.353902017498794e+18,5.274322067107287e+18,1.4856526480521272e+18,-2.711301039947938e+18
4121807259563748287,1.2669581852395822e+18,-1.8682971955904312e+18,2.255603060224027e+18,-3.810375613673462e+18,6.419848550542384e+18
-6133746337603876146,-2.7787605006731136e+18,1.2669581852395822e+18,-1.8682971955904312e+18,5.274322067107287e+18,2.255603060224027e+18
-6713697716910928909,-4.110354420726925e+18,3.353902017498794e+18,5.274322067107287e+18,1.4856526480521272e+18,-6.035458164887182e+18
5191381587333696286,-2.711301039947938e+18,3.353902017498794e+18,-4.110354420726925e+18,1.4856526480521272e+18,5.274322067107287e+18
2900029983899283273,3.5781700665555855e+18,8.065912276310959e+18,-6.171950598721418e+18,3.382511589554885e+18,-7.463572107837164e+18
4849766494522371290,2.280365999288629e+18,7.35100259323394e+18,-3.272084148962923e+17,-8.734181034726403e+18,-6.133746337603876e+18
6200172800690402606,-6.499865726739948e+18,-3.684471291510634e+16,-7.638840925036529e+18,-6.829454835237183e+18,8.096016055859396e+17
-3810375613673461625,5.333141914314969e+18,8.095004770374552e+18,5.589105207760786e+18,7.515288159164854e+17,6.576356408780337e+18
-254088699629065171,-6.941221957775074e+18,6.261212539334915e+17,7.653591914898297e+18,-4.414039190127558e+18,4.2733655168303857e+18
-9171475473795142532,5.533752987392101e+18,5.93080652189316e+18,-2.2718688733499077e+18,3.155118717275463e+18,-3.3572954479787264e+18
2690205894709699741,8.259682769688682e+18,6.743199836219189e+18,-1.56446801411614e+18,-8.704908797766843e+18,4.247196691613375e+18
-8773118241761372618,-7.169261479876586e+18,8.386493184609384e+18,5.71979324513612e+18,-3.291395825935711e+17,5.3998061589942957e+17
-7315032288233856709,-5.958517413308812e+17,-1.6302295871640863e+18,3.575694866055127e+18,-5.014627593450767e+18,-7.130425546996181e+18
3193164045772142182,-2.1488993913550113e+18,-2.0519364862929485e+17,5.410603488837817e+18,8.631616594020837e+18,-4.374331682165864e+18
4056017896532335209,1.2669581852395822e+18,-1.8682971955904312e+18,6.200172800690402e+18,-5.578229678262992e+18,2.2509785270278548e+18
-6362758570633473480,3.353902017498794e+18,-9.171475473795143e+18,-4.110354420726925e+18,4.849766494522371e+18,1.4856526480521272e+18
-8287402887944984163,-2.0416308876867515e+18,-7.806696494187405e+16,8.483892789913825e+18,8.620166073102657e+18,-4.562218760600603e+18
84318068629167514,2.3724384850701486e+18,6.917508501173009e+18,5.239464617027011e+18,-2.144625344076629e+18,7.174452660053929e+18
6652210819857467321,1.2337878715139995e+17,5.779887740609126e+18,1.1077391781951547e+18,4.161491675236615e+18,-5.037827401452846e+18
739747367187387064,4.785499183287168e+18,-5.238066650780855e+18,-7.174595923544719e+18,-5.002383425685129e+18,-5.912792039759736e+18
8471417198703153120,6.797033574746412e+18,5.688279681867465e+18,3.8459745921658977e+18,-6.594118400027995e+17,-3.1708293741667456e+18
-2711301039947937868,-5.602127731550819e+18,-4.79843199895521e+18,-1.0228859884942781e+18,3.07581031071917e+18,5.947470908330063e+18
-1662763254714212341,6.00112745609988e+18,-8.773118241761372e+18,2.6072114598797916e+18,-4.754223659064624e+18,-2.855218766021441e+18
-8349788035147634450,5.892548943023092e+17,8.1200468810039e+18,3.566197569262766e+18,-4.3182488210950574e+18,-5.055745575969002e+18
5269583152423890030,-8.258529658421542e+18,1.3286184378846124e+18,8.342423402350941e+18,6.304895356046683e+18,-8.619131020497897e+17
-2271868873349907631,-9.176143510534136e+18,-6.85936328929133e+18,3.310859214930485e+18,8.355302955998804e+18,8.869575677747286e+18
3703141283586666995,-6.151852268067518e+18,8.968837261991914e+18,8.83650898774381e+18,3.293246847422796e+18,5.211673327552264e+18
-3974295763584921518,1.9646318176761723e+18,-1.762456938647577e+18,-4.930542581518647e+18,-5.186907810852517e+17,-8.502883448980287e+18
-327208414896292296,-8.24566303792652e+18,1.2337878715139995e+17,4.313871021753084e+18,-5.082274522455748e+18,8.869575677747286e+18
-5525441367600219076,5.145921881592487e+18,-3.528088210002755e+18,-3.319960804317299e+18,5.795281877636738e+18,2.280365999288629e+18
-998818216447049475,-4.985211484027137e+17,-7.043209138459666e+18,-7.165716941095296e+18,-5.186907810852517e+17,-8.480712303720558e+18
6090517797383271316,2.788367348502337e+18,-8.704908797766843e+18,5.410293063635507e+18,8.259682769688682e+18,6.743199836219189e+18
8298709454703868984,4.3554640442084383e+18,-5.829979886567267e+18,3.0755642416453504e+18,-4.3368774325399634e+18,-4.201751526335049e+18
-4740532350684079805,-7.777013191403057e+18,1.8058493360996416e+18,2.2715923360484255e+18,-8.618420761918494e+18,-8.76213794705983e+18
2709926970543371965,1.2337878715139995e+17,-4.38637194537498e+18,-2.1678397784743252e+18,-5.082274522455748e+18,-5.843518165523212e+18
1542516532533301214,-6.761163882540292e+18,-8.9681017716042e+18,2.0499719230054237e+17,8.386493184609384e+18,4.313871021753084e+18
7454130161726657097,8.428597553954922e+18,-6.778286518036232e+18,1.9810461867433812e+18,-6.308850935767966e+18,2.7363737110354115e+18
3475346635930218065,-6.074661548047199e+18,-9.152398073968262e+18,6.817244649248188e+18,-1.1235433517040824e+18,5.795281877636738e+18
-3633300009206493694,-8.704908797766843e+18,7.616472242818647e+18,8.259682769688682e+18,4.247196691613375e+18,5.410293063635507e+18
-1892877682006771545,9.622875867992675e+17,-8.447979362915391e+17,9.207286802575546e+18,-2.771694247641888e+17,-1.484165300616479e+18
4196146076384098027,-9.089854794058354e+18,-4.341497746296034e+17,-5.637143900506555e+18,3.609315114795782e+18,-9.932246319159844e+17
6162786478796754684,5.250363310227021e+18,-7.126520323752765e+18,-8.068727428160395e+18,2.220561310072187e+18,-8.12343478765596e+18
1459131257418324496,1.9810461867433812e+18,-6.308850935767966e+18,-1.3428200113548252e+18,-3.46088380308905e+18,4.751741894255718e+18
-9028990334396397584,8.968837261991914e+18,-1.4037357538670984e+18,1.2867231997850273e+18,6.917508501173009e+18,5.111115201913219e+18
2788367348502337122,-5.154395767417065e+18,-5.73622199628034e+18,-8.937070974333045e+18,2.2331699649158406e+17,-4.1262881593653545e+18
5834671664627894569,7.395435905985567e+18,-4.341497746296034e+17,-5.637143900506555e+18,-9.089854794058354e+18,-9.128652074338369e+18
-6814865160063205794,1.0026730456009569e+18,4.422997595777504e+18,-4.414039190127558e+18,8.74837045325679e+18,2.704671778746003e+18
-7051470020148066326,-2.3778817526147446e+18,-3.295913657316686e+18,8.86450434856305e+17,-5.009578843275174e+18,1.1374718727691644e+18
7828019124127586556,-4.541461982704074e+18,5.189107351987145e+18,5.795281877636738e+18,8.095004770374552e+18,4.0895683037166653e+18
6987435400166905688,4.317140528951862e+18,-2.4405476577218693e+18,5.250363310227021e+18,-7.126520323752765e+18,-4.571929941432664e+18
-8427763028519233712,3.1963034988418857e+18,7.206850235815254e+18,-5.976464170927898e+18,4.579557799493615e+18,-5.581910915745828e+18
-993224631915984347,4.774970687540378e+18,-4.3368774325399634e+18,6.754313450809255e+18,-7.033990154815319e+18,-7.534240757267993e+18
-3876501423599932851,-6.13627209461327e+18,6.505332105418041e+16,7.498047411414226e+18,-3.671800260859291e+18,-8.984665034930054e+18
-7367898111498277224,1.2337878715139995e+17,-5.082274522455748e+18,1.5770454252868887e+18,-8.24566303792652e+18,4.815632823882298e+18
2885511262558254418,-4.127059794203206e+18,-7.959318068735027e+18,9.208127165664288e+18,8.381798621267347e+18,4.544213501105458e+18
8049518593334748695,-6.192959589652486e+18,1.4005438521574423e+18,-7.714713652743527e+18,2.704436934348861e+17,-1.5818476025718266e+17
1649085803937938638,-5.693222181837309e+17,2.4243814665245174e+18,6.47233178429475e+18,7.029834616968295e+18,-5.968239566051822e+18
-3718969219417182449,9.660675674300375e+17,-4.615575698508619e+18,1.4333938297243837e+18,-6.739959707791599e+18,3.2940749072095836e+18
-2967429522197137387,6.382826589877248e+17,-8.068727428160395e+18,6.304895356046683e+18,3.655711435979939e+17,5.092635400707339e+18
-7660505434580831027,5.779887740609126e+18,-1.2975802056702513e+18,1.2337878715139995e+17,-5.799839529845993e+18,4.629488036162962e+18
3394403706511230595,-1.56446801411614e+18,-8.704908797766843e+18,8.259682769688682e+18,5.410293063635507e+18,6.743199836219189e+18
-5989749314869037016,1.2834722516096745e+18,8.869575677747286e+18,6.783622248311193e+18,2.709926970543372e+18,-1.4444813018618724e+18
-4485188959476061019,-4.341497746296034e+17,-9.089854794058354e+18,3.609315114795782e+18,1.356221992133853e+18,1.5322064359173166e+18
-264519121623606417,3.0689756144325386e+18,6.222001809679591e+18,-2.5399159912136755e+18,3.0678752543495977e+18,7.933360486658437e+18
-8900307211613973542,1.2669581852395822e+18,-1.8682971955904312e+18,-3.810375613673462e+18,2.255603060224027e+18,4.156291407717901e+18
4296604388230897073,-1.8682971955904312e+18,1.2669581852395822e+18,-6.929723062299048e+17,2.916072977192006e+18,-6.725796505137574e+18
-3709378389941441506,1.2669581852395822e+18,-1.8682971955904312e+18,-3.810375613673462e+18,2.255603060224027e+18,5.274322067107287e+18
2888507406903473601,1.2669581852395822e+18,-2.2735171849100065e+18,5.274322067107287e+18,-1.0240465416132877e+18,-3.810375613673462e+18
-9041823059579281174,-4.110354420726925e+18,3.353902017498794e+18,1.4856526480521272e+18,8.084284001249507e+18,-1.8682971955904312e+18
3473173479782472081,-4.110354420726925e+18,5.274322067107287e+18,1.4856526480521272e+18,3.353902017498794e+18,1.2669581852395822e+18
-6941293448141178017,-4.110354420726925e+18,8.631616594020837e+18,3.353902017498794e+18,1.4856526480521272e+18,8.789407896263306e+18
-2273517184910006534,-4.110354420726925e+18,3.0678752543495977e+18,-6.713697716910929e+18,5.274322067107287e+18,3.353902017498794e+18
1852992637140705599,-1.5561697272913544e+18,2.468005329717107e+18,-2.2377907080811302e+18,-5.808672937983623e+18,-4.831310174172854e+18
-1868297195590431285,-4.374331682165864e+18,7.036087807129071e+18,9.128267824356973e+18,1.2669581852395822e+18,-1.0240465416132877e+18
5274322067107287523,9.622875867992675e+17,5.834671664627894e+18,-2.771694247641888e+17,-8.447979362915391e+17,6.669026579073416e+18
-4917007328809735647,-5.500597021296521e+18,2.573252627510191e+18,-7.00474958939121e+18,4.625350031392753e+18,8.596997246990923e+18
5680566822246004912,4.3720311824938025e+18,8.259682769688682e+18,-8.704908797766843e+18,6.743199836219189e+18,2.788367348502337e+18
8084284001249507595,9.622875867992675e+17,-2.771694247641888e+17,5.834671664627894e+18,6.669026579073416e+18,-7.534240757267993e+18
4814419120794996930,1.2337878715139995e+17,-6.85936328929133e+18,-5.082274522455748e+18,4.313871021753084e+18,2.3128169025421152e+17
-9090514312860140897,4.804093434821394e+18,9.136323715291453e+18,8.968837261991914e+18,2.9900050469387694e+18,8.298709454703869e+18
-1484165300616478995,-7.165716941095296e+18,4.877833951599819e+18,-4.985211484027137e+17,1.3286184378846124e+18,6.304895356046683e+18
-1051830303851697653,4.877833951599819e+18,-1.2549067875260723e+18,1.1288407332776184e+18,5.211673327552264e+18,-4.76063963502325e+18
5317978293082383492,-1.9955910627429655e+18,3.884256359744616e+18,-6.394075099886393e+18,-9.113900031116341e+16,3.637980575590419e+17
-844797936291539016,-3.7582879702668206e+18,-8.314629309720421e+18,-1.0228859884942781e+18,-5.602127731550819e+18,8.210960017870929e+18
751528815916485437,-4.485188959476061e+18,-5.968239566051822e+18,6.47233178429475e+18,2.4243814665245174e+18,8.428597553954922e+18
3496156626367166618,4.590088654136594e+17,-4.1262881593653545e+18,-6.940923725353716e+18,4.654349179360176e+18,1.4591312574183245e+18
-7043209138459666190,5.206308811707979e+18,4.284866259599952e+17,1.3286184378846124e+18,5.6884441734537e+18,-3.058031327323357e+18
-4704033845097735448,-1.8682971955904312e+18,1.2669581852395822e+18,-3.810375613673462e+18,5.274322067107287e+18,-2.1488993913550113e+18
-2477364558321255827,6.222001809679591e+18,3.473173479782472e+18,8.631616594020837e+18,8.789407896263306e+18,4.706890430832288e+18
-7796858148829878756,-2.184022689343185e+18,7.277161137091493e+18,3.575694866055127e+18,-6.863138929434706e+18,6.384824828701919e+18
-569322218183730892,6.876411999510668e+17,-6.941293448141178e+18,7.828019124127586e+18,2.3880976129059246e+18,6.514150672874342e+18
-450825503558460924,7.323176445666562e+18,-2.0519364862929485e+17,-7.002558676365725e+18,7.51622865555431e+18,8.631616594020837e+18
6042459843569845586,5.779887740609126e+18,6.34164753315002e+18,-1.2975802056702513e+18,1.2337878715139995e+17,-5.082274522455748e+18
-1024046541613287684,-7.315032288233857e+18,-3.684471291510634e+16,-7.638840925036529e+18,8.096016055859396e+17,-5.470166294767188e+18
3068975614432538771,1.2337878715139995e+17,4.313871021753084e+18,-8.254222281357012e+18,4.8498695633064435e+17,7.140495736721534e+18
-4463029741564307314,4.6072793161998735e+18,-5.52154917170408e+18,8.596997246990923e+18,4.8929092710704557e+17,-4.205346868684834e+18
-7298164314968527788,1.0612380725868054e+18,-3.2169185582136416e+17,-2.3094818876569815e+18,-2.9624611224539e+18,4.563006651994273e+18
2586379029487881843,7.534917347133949e+18,-6.642751159620064e+18,-4.754223659064624e+18,1.4695801510361428e+18,2.6072114598797916e+18
-5799839529845993396,-4.76063963502325e+18,-6.728844082024524e+18,-7.034165625390771e+17,-2.2718688733499077e+18,-1.7061141772228726e+18
-6499865726739947794,-6.324550271415246e+18,-8.722526817358894e+18,3.5827168089492403e+18,7.004101889471761e+18,5.589105207760786e+18
1362186507591814859,-3.528088210002755e+18,1.5425165325333012e+18,-3.319960804317299e+18,-4.374331682165864e+18,7.359520440231677e+18
9209629151177723638,8.096016055859396e+17,-3.684471291510634e+16,-6.499865726739948e+18,-7.638840925036529e+18,7.387617440303479e+17
-42126282997118624,1.2337878715139995e+17,-5.082274522455748e+18,-3.897493904473639e+17,-2.2208598220823186e+18,4.313871021753084e+18
